,Name,Astrocyte_Astrocyte_30,Astrocyte_Endothelial_30,Astrocyte_Glioma_30,Astrocyte_Negative_30,Astrocyte_Neuron_30,Astrocyte_TAMM_30,Endothelial_Astrocyte_30,Endothelial_Endothelial_30,Endothelial_Glioma_30,Endothelial_Negative_30,Endothelial_Neuron_30,Endothelial_TAMM_30,Glioma_Astrocyte_30,Glioma_Endothelial_30,Glioma_Glioma_30,Glioma_Negative_30,Glioma_Neuron_30,Glioma_TAMM_30,Negative_Astrocyte_30,Negative_Endothelial_30,Negative_Glioma_30,Negative_Negative_30,Negative_Neuron_30,Negative_TAMM_30,Neuron_Astrocyte_30,Neuron_Endothelial_30,Neuron_Glioma_30,Neuron_Negative_30,Neuron_Neuron_30,Neuron_TAMM_30,TAMM_Astrocyte_30,TAMM_Endothelial_30,TAMM_Glioma_30,TAMM_Negative_30,TAMM_Neuron_30,TAMM_TAMM_30,Astrocyte_Astrocyte_50,Astrocyte_Endothelial_50,Astrocyte_Glioma_50,Astrocyte_Negative_50,Astrocyte_Neuron_50,Astrocyte_TAMM_50,Endothelial_Astrocyte_50,Endothelial_Endothelial_50,Endothelial_Glioma_50,Endothelial_Negative_50,Endothelial_Neuron_50,Endothelial_TAMM_50,Glioma_Astrocyte_50,Glioma_Endothelial_50,Glioma_Glioma_50,Glioma_Negative_50,Glioma_Neuron_50,Glioma_TAMM_50,Negative_Astrocyte_50,Negative_Endothelial_50,Negative_Glioma_50,Negative_Negative_50,Negative_Neuron_50,Negative_TAMM_50,Neuron_Astrocyte_50,Neuron_Endothelial_50,Neuron_Glioma_50,Neuron_Negative_50,Neuron_Neuron_50,Neuron_TAMM_50,TAMM_Astrocyte_50,TAMM_Endothelial_50,TAMM_Glioma_50,TAMM_Negative_50,TAMM_Neuron_50,TAMM_TAMM_50,nCells,Astrocyte_abundance,Endothelial_abundance,Glioma_abundance,Negative_abundance,Neuron_abundance,TAMM_abundance,Astrocyte_fraction,Endothelial_fraction,Glioma_fraction,Negative_fraction,Neuron_fraction,TAMM_fraction
10,"LGG TMA 5_2_Core[1,10,D]_[10056,50192]_component_data.tif - resolution #1",inf,0.9056308184610721,-2.647082872182329,5.012591202120579,,0.46593576964103656,2.701226246236633,inf,-2.3191204064201782,0.1033244448558858,,5.886485024861602,0.38219045859418715,-5.656353873862632,inf,1.4651142524504337,,2.0098644140491078,5.683071400833143,-2.124542959031955,-1.8124801083743567,inf,,2.7527023508003223,,,,,,,0.30386630272418863,3.573276429180043,-1.7411621167022484,1.8306841376393386,,inf,inf,0.5066673106943385,-3.6895297579264406,6.259505855867145,,2.5548980631755356,1.5526629974978436,inf,-0.9518776962903409,-0.11742334458398332,,2.250444928887214,-1.6994123772629275,-3.0732051493849752,inf,0.5190337256763082,,3.43868982943954,6.609344312855821,-1.5867055178247753,-1.9211904401255948,inf,,1.7745316346262352,,,,,,,1.9517505457266313,0.6621805365487418,-0.8712836815765961,0.443715418270096,,inf,3002,145,108,2153,447,,149,0.04830113257828115,0.03597601598934044,0.7171885409726849,0.14890073284477015,,0.04963357761492338
11,"LGG TMA 5_2_Core[1,10,E]_[11921,50152]_component_data.tif - resolution #1",inf,-2.162692495974269,0.7848979510311532,0.34299872857909125,-0.02694620288254624,-0.7865624693787356,-2.433853414828172,inf,0.3469732613903195,1.1988530679794618,2.600289161538773,1.438747970656111,-1.0556751277738725,-0.029589103785602387,inf,0.9164917910978783,0.716779140667501,0.5497885728969885,-1.1252798326744937,0.7535541934555392,0.34109455349855144,inf,0.6679163833546108,0.6326899557602458,-0.9302008919309178,2.0899065880108934,-0.02755156974422188,0.337949763116417,inf,-0.7542816772375721,-1.275110065794307,1.2416822409616313,0.3447176692759036,0.6381373186327796,-0.6656222843325686,inf,inf,-2.4527457074094206,0.699227847448047,0.860581226361777,-0.2569055193627094,-1.0814256464445127,-2.9279017164207666,inf,0.3686386748221771,2.0500755817152214,2.8566302028148067,0.6002692192659884,-0.30983169244842534,0.6163147573218194,inf,-0.22057553854462733,0.6230714480355036,0.04122738528384435,-0.48400173956210013,1.8405457716130673,-1.1896701082397365,inf,3.688727003522647,0.39598006811698766,-1.6940389496927721,2.146883579410988,-1.0242141788979298,2.71538070582919,inf,0.03985202016893678,-1.1775507423070228,0.7101539389013447,0.17665002143974828,0.6986699492673891,0.45825590482623124,inf,1245,359,70,565,197,26.0,28,0.2883534136546185,0.05622489959839357,0.4538152610441767,0.15823293172690764,0.020883534136546186,0.02248995983935743
12,"LGG TMA 5_2_Core[1,10,F]_[13866,50113]_component_data.tif - resolution #1",inf,-0.7509656052208056,-0.9337027420824048,1.056524703794926,,0.51861070083493,-0.6870071163589223,inf,-1.2094031591523589,1.9306581369904428,,0.5734055526025555,-2.217787359132695,-1.6430192487261965,inf,0.6164458716906938,,3.2285709888821694,0.011489500699260363,1.4417809689249776,0.6187934217962213,inf,,-1.608676166556327,,,,,,,-0.9754708075849883,-0.005784369184348605,2.542487188064625,-2.016606576918659,,inf,inf,1.214328954255572,-1.7001043527115416,1.6642546243143506,,-0.05296643900799629,0.6298088488348899,inf,-1.8511366538523368,0.640100989590856,,1.0523744185016852,-2.9150199977168216,-1.7286770067081514,inf,1.4516274817222636,,3.3228157359158224,0.33108167594820676,0.634378447208574,1.1016730273947366,inf,,-2.346294477328201,,,,,,,-1.312796819856381,1.0004897394955248,2.8530935812308145,-2.4348155745663407,,inf,800,248,29,252,150,,121,0.31,0.03625,0.315,0.1875,,0.15125
13,"LGG TMA 5_2_Core[1,10,G]_[15771,50103]_component_data.tif - resolution #1",inf,0.929714762449922,-0.34414277407779564,0.2862038325578074,,-0.5596982632682013,0.0798508615049343,inf,-1.313732052157275,1.0808681482761782,,1.6654659161579193,-1.0642440312271,0.07196172867730781,inf,0.46348009229445813,,0.1782797650557278,-0.8370811696947794,1.6258197016663556,-1.3045008332203019,inf,,3.3177844580851903,,,,,,,-1.2830643405147493,1.4215714180321215,-1.6016322190615297,2.2366460077253048,,inf,inf,2.0357369833435364,-0.37134991266210476,-0.3008924296311878,,-0.28677675518202533,1.2097651624910357,inf,-1.9637876876571614,1.6250848361060013,,1.1280380158251861,-1.1673429223211138,-0.873255494893185,inf,1.374782273283712,,-0.7074831440546812,-1.5774432462326964,1.7855033845646375,-0.8641403892399993,inf,,2.670057759305951,,,,,,,-0.89256775607821,1.0956677592992639,-1.7864007082919189,2.4429543156688354,,inf,639,47,37,347,177,,31,0.07355242566510173,0.057902973395931145,0.543035993740219,0.27699530516431925,,0.048513302034428794
14,"LGG TMA 5_2_Core[1,10,I]_[19581,50232]_component_data.tif - resolution #1",inf,0.20302285184015093,0.3820987845518829,-0.4340326505308389,,-0.08420456601134332,-0.49226834385997914,inf,-5.863209124179651,2.216754232988814,,3.9192561708878904,0.20049887830060348,-3.9121482204821483,inf,0.9404683527419843,,0.8496163744770342,-1.5790400788385264,2.575374237978061,-3.622022236287618,inf,,2.8020316213484375,,,,,,,-1.4290036079897102,4.454203175661563,-4.323751176086111,2.9760872091528334,,inf,inf,0.6137521787516803,0.4050068142099934,-0.3067063590059818,,-0.390745125228946,-0.6735860476864604,inf,-5.86843498038103,3.404545884593111,,2.942049660505508,-0.8674008796108034,-3.3081288553175097,inf,0.37266365992956824,,1.3537206251997411,-2.4263920904475786,4.009744976719139,-4.455934334837059,inf,,3.1990398214496794,,,,,,,-2.786689662270093,3.7671902540405986,-4.103801882588024,3.476201860787766,,inf,1207,24,74,391,306,,412,0.01988400994200497,0.061309030654515324,0.323943661971831,0.2535211267605634,,0.34134217067108535
15,"LGG TMA 5_2_Core[1,11,B]_[6319,52130]_component_data.tif - resolution #1",inf,0.2463489669630009,-0.5463869978964832,1.0760113507820555,,-1.2490238410262076,0.08936057439157355,inf,-3.9783955475549604,1.4677881775025656,,7.591546185333542,-5.593682485222279,-5.450769235907233,inf,4.457844831366867,,-0.766833035425921,-4.466690671513134,-0.6592051783487644,1.6497461127138455,inf,,1.3969427475368867,,,,,,,-3.094879911228238,6.17019443915132,-1.3521444727572598,1.7813303455987017,,inf,inf,0.8521886145657896,-1.0398362362583078,1.3018704939504222,,-0.7276557156433153,0.049748192729632476,inf,-4.105683226305476,2.3156856681180367,,5.88353077703303,-8.200856254651901,-5.250243951798516,inf,5.14425861824125,,0.7267912861775383,-6.064088038715631,0.6779827685149682,2.4938373973759695,inf,,0.4146579743664406,,,,,,,-3.4297757296282625,5.065291985602614,0.0012679333820240478,0.6313929908665785,,inf,2135,185,33,1017,776,,124,0.08665105386416862,0.015456674473067917,0.47634660421545666,0.36346604215456674,,0.05807962529274005
16,"LGG TMA 5_2_Core[1,11,C]_[8270,51880]_component_data.tif - resolution #1",inf,-2.6226921819194913,-0.7806041493560986,2.854318033103918,,-1.0658971763783354,-1.8566157441927031,inf,-3.9648409531718585,4.4699871094236165,,1.8685506864041639,0.7056226310673442,-4.950865121844007,inf,-0.0021865936000509557,,2.872003267750579,3.455586784160326,2.7622423787574424,-1.9252314191759403,inf,,-0.7294866989651039,,,,,,,-0.890745536171375,0.5898576187924618,1.0374687260467201,-1.1466846524827796,,inf,inf,-0.7318233032653233,-2.3905096172925187,3.9962342545676157,,-1.0572791925186653,0.5239498539575043,inf,-4.26697696588452,5.173576319247048,,-0.18055529773143886,0.4558749245143586,-4.919121981166364,inf,-0.4490850599359152,,3.6599505527386587,5.3802725888777925,3.4405745645337538,-3.5411946518453417,inf,,0.39628590726177715,,,,,,,-0.46897858425221634,-1.4767172025243436,0.8624631355618914,-0.18679636740427952,,inf,2198,124,128,1005,650,,291,0.056414922656960874,0.05823475887170155,0.4572338489535942,0.29572338489535943,,0.13239308462238397
17,"LGG TMA 5_2_Core[1,11,E]_[11921,51819]_component_data.tif - resolution #1",inf,-2.063967211794651,-2.248654203733607,4.153168835829412,0.4713378414393543,-0.1275492283028107,-1.4822121560961041,inf,-0.2556418727747823,1.3254815579672041,-0.6182315620664336,0.271694868777645,1.2077860058970773,-0.2762752604648356,inf,-1.9616998766396228,1.892269405730958,1.8819477236177846,5.963941814093852,1.080320106160474,-3.174869205037182,inf,-0.30016118031499883,1.0264499525230675,0.24125234174373017,-0.7771216396221937,0.696007145490807,-0.8708276911777124,,-0.3205657469298346,0.1211987424026136,-0.10779360466765377,-0.11664398492851229,0.14999002151263602,-0.12430838693056673,inf,inf,-1.9496610777485635,-3.1067974682662904,5.034790738514004,0.9713048929588709,0.602753735181713,-1.7054421116732694,inf,1.009910867103428,-0.909166612978983,-0.06394420669776466,0.9006506188283987,-0.7893909607457346,1.4345643929193108,inf,-2.152467472445451,0.8885077836903563,4.046643669727098,6.185169836394074,-0.8159159837480794,-3.071533379352549,inf,-0.21562374635699796,1.555142793890514,0.8103687575767474,-0.17344195379079727,0.12779329163782158,-0.6106889832793565,,-0.1565220151059074,-0.18831113696971752,0.32798852584771293,0.32192081065813577,-0.4607606874394438,-0.17934896696490338,inf,2677,273,57,1566,619,8.0,154,0.10197982816585731,0.02129249159506911,0.5849831901382144,0.23122898767276803,0.0029884198729921555,0.057527082555098995
18,"LGG TMA 5_2_Core[1,11,F]_[13826,51978]_component_data.tif - resolution #1",inf,-1.0144808431596128,-0.4265715885305957,-0.39525643535942884,,2.0259066555251226,-0.47155364592326054,inf,-1.5154815461486575,2.475178584501951,,0.813140745453572,0.6442996032526183,-3.1798421920665763,inf,-0.9043021185189902,,2.336152416885589,0.2391686025670859,1.5421182807038492,-0.4833860174635117,inf,,0.24754010037455035,,,,,,,1.9905154636912612,-0.3390696761054079,0.13962768206157897,-0.9935863906081338,,inf,inf,-0.18251819861712046,-0.09059489204232943,-1.7542721111536743,,2.529224474200068,0.32862231939546716,inf,-2.6348980406738582,3.6955149079694154,,1.5551109925932123,2.0250286322277926,-3.077600152919072,inf,-1.9131756911595796,,2.7637001285686638,-0.4189494382158878,3.7329664270328844,-0.455594783616735,inf,,-0.5198280624431151,,,,,,,2.894332776764347,0.8821015920409742,0.3516843941041015,-2.251474251435498,,inf,2441,79,62,1604,429,,267,0.032363785333879555,0.025399426464563703,0.65710774272839,0.1757476444080295,,0.10938140106513723
19,"LGG TMA 5_2_Core[1,11,H]_[17636,51938]_component_data.tif - resolution #1",inf,3.3951857686314186,-0.9413792958682817,0.7841758487442069,,-0.34568612562679507,1.7471977757344324,inf,-3.381463752801285,1.2718325793046927,,5.99942625962552,-2.508042635255939,-0.10696955490930372,inf,0.09618680079131174,,1.5139791547529773,-0.19176710549130574,2.7187876399509774,-0.9857285112817167,inf,,1.019942087867557,,,,,,,-1.553152319972978,7.2192811524158795,-1.3415072442294398,0.2393588652680372,,inf,inf,3.599426125477886,-1.6115290995191995,1.6254805421829241,,0.30881962497338333,2.4626210061571108,inf,-2.870266074780178,1.1276831618910987,,4.455114752047318,-2.969038931323071,-0.5084592376563126,inf,-0.37529424534853095,,2.5292407786448345,0.9012218885892622,2.1670693916745494,-0.7355679380192709,inf,,0.04981122479588675,,,,,,,-0.9092186135099822,4.897350514145222,-0.43189555819635306,-1.0045145360708805,,inf,1696,68,55,1175,213,,185,0.04009433962264151,0.03242924528301887,0.6928066037735849,0.12558962264150944,,0.10908018867924528
20,"LGG TMA 5_2_Core[1,12,B]_[6404,53843]_component_data.tif - resolution #1",inf,0.8800776516971013,-0.1594227757354207,0.010421468083716972,,0.14025281817201857,0.6629862378590782,inf,-2.2325687932536975,1.0928482442423662,,5.179667709654828,1.1541140313549496,-0.3891076002047929,inf,0.24239977258004683,,-1.3385406784286817,0.7972275085167895,2.552820381704433,-1.0260357789947872,inf,,1.8010075000178898,,,,,,,0.33292793832999024,5.914319317121329,-2.0228051484864356,1.5314119205653676,,inf,inf,0.6043277924570899,0.5318723821712309,-0.5355437201086036,,-0.8206686171008103,0.5199364041490868,inf,-1.3934623271043565,0.3022344192521412,,4.33203026676227,1.9611123637356411,0.015870995406245113,inf,-0.7206655236425022,,0.5502053797098087,0.5227350378755888,1.4206894485165262,-0.7527170135068423,inf,,1.6092205929850891,,,,,,,-0.7417283116639315,4.571333040778494,-0.8684200776755508,0.5172784078644496,,inf,2722,54,28,1608,935,,97,0.019838354151359296,0.010286554004408524,0.5907421013960323,0.3434974283614989,,0.035635562086700955
21,"LGG TMA 5_2_Core[1,12,C]_[8349,53740]_component_data.tif - resolution #1",inf,0.2809340908422244,-0.6547402470335144,1.4649350111174284,,-0.6341180364477746,0.20073006775645852,inf,-2.281260591721515,2.374833519350866,,1.927780694331647,-0.6650767253316261,-2.063709138862807,inf,0.38776813247674735,,1.4955281181456055,0.8564060703170643,1.9463570361691223,-1.413101059431384,inf,,1.0766470631441796,,,,,,,-1.2379398146392602,1.4138727071856947,-0.44712750936233064,0.7399503125139397,,inf,inf,1.2157898211794524,-0.6960368477169291,1.2312111068203744,,-0.8907190545010286,0.722053030694173,inf,-1.3103634700999562,1.9073438832525516,,-0.08006006637664635,-1.7487099715169727,-0.8478122487829719,inf,-0.12238565343346185,,2.136132630427883,0.2985209978538325,1.8860069382467066,-1.1077438601191725,inf,,0.8786948166186463,,,,,,,-1.8292055801069618,-0.3506684145261269,0.5151200845103826,0.3874002677516055,,inf,2231,146,120,1299,423,,243,0.06544150605109816,0.05378753922008068,0.5822501120573734,0.18960107575078441,,0.10891976692066338
22,"LGG TMA 5_2_Core[1,12,F]_[13753,53813]_component_data.tif - resolution #1",inf,-2.041525337365977,-0.8203526985431988,3.0872193903413923,,-1.0530603227987476,-1.2551280326347696,inf,-1.8661346765107387,1.6710424669930635,,3.360242727525087,-3.5643742795758806,-4.54864056726245,inf,-0.31073056981978536,,7.2819649387255,1.2573195383801312,-0.30671725043936204,-0.3417028196601323,inf,,-0.565789727197112,,,,,,,-3.7898493357628933,0.5734717715990826,3.407343671874331,-2.451924612271869,,inf,inf,-2.2591154630018178,-2.055113414641949,4.615101054679234,,-0.2741429613172173,-2.0089981466090028,inf,-3.2954056839578247,3.2461385968104906,,5.298413556705135,-5.89930846115217,-5.515546791774772,inf,-1.0516137347409764,,11.530259641755189,1.9302260172778645,1.5126720683457695,-1.328595352877879,inf,,-0.34881367490469256,,,,,,,-5.0153840581556945,1.9197437591279969,4.501062278749269,-3.758958186137484,,inf,1610,240,61,837,298,,174,0.14906832298136646,0.037888198757763975,0.5198757763975155,0.18509316770186335,,0.10807453416149068
23,"LGG TMA 5_2_Core[1,12,I]_[19382,53764]_component_data.tif - resolution #1",inf,-3.043682727901937,1.931154085383758,-1.6687802484658953,,0.13460924454502257,-3.2004014088671053,inf,-13.743797543581323,22.645425920337555,,4.377549857139046,2.66347416850429,-12.569648095923617,inf,0.9486680340401292,,6.093743147727953,-2.953272518706699,19.214631397667905,-6.119970978929044,inf,,-0.6717930293345645,,,,,,,-1.1272552888239884,2.8589804197014637,-0.8229369554569456,0.07176531342758902,,inf,inf,-4.249184048703199,0.6180424179595323,-0.1973453626018251,,1.834673178974337,-4.3432919627003,inf,-16.227823536160173,27.14631667421163,,5.029586655345953,2.736457185538683,-13.68516435491617,inf,1.1237000973864184,,6.640946250884146,-1.4941411565762426,24.292984231278403,-7.9903390778053796,inf,,-1.4683139270058096,,,,,,,0.906332377993231,3.967090139698683,-1.603957745499906,-0.31321670641584576,,inf,1519,59,113,839,232,,276,0.038841342988808425,0.07439104674127715,0.5523370638578012,0.15273206056616195,,0.18169848584595127
24,"LGG TMA 5_2_Core[1,2,A]_[3626,36540]_component_data.tif - resolution #1",inf,0.8127666348880229,-3.8508696267296774,6.464106964854042,,0.8414258384643604,3.3568435627393636,inf,-8.330694878296818,12.519692546058376,,1.8143841233053373,-3.524081224530068,-13.424350787532573,inf,4.703404986766684,,6.744857934838571,3.3024703426299293,6.291164591489451,-3.9414781805799564,inf,,3.886542018007322,,,,,,,-1.6254495574937784,-1.4355289761798382,-0.41947113978538,2.5944397865062268,,inf,inf,4.244835007069845,-5.157519265149607,6.927945759931579,,1.8243894910982523,5.169746888095032,inf,-10.214606024614122,15.955331440890236,,-0.298754021228364,-6.8633469064141845,-13.119122107703756,inf,5.501619717911308,,9.489342414183582,2.1375067757238844,11.309652920235198,-4.792176376588007,inf,,4.386103320579172,,,,,,,-2.034742733756825,-3.027146403275013,0.16411049442524298,2.4584139761011143,,inf,4777,443,149,3098,834,,253,0.09273602679505966,0.031191124136487336,0.6485241783546158,0.17458656060288885,,0.05296211011094829
25,"LGG TMA 5_2_Core[1,2,D]_[9421,36060]_component_data.tif - resolution #1",inf,0.6866072819278037,-0.3144998419803939,0.4724788731725426,,-0.47110059851922625,1.0330347777228595,inf,-6.008685895436985,3.716969628453035,,5.406197567612378,0.7371035794723646,-6.282827935187582,inf,0.7613231050642254,,0.8909587429592303,0.5291856560694461,2.917824476476028,-1.6571296517183145,inf,,1.6417869075448959,,,,,,,-0.780192633338336,4.642400977295551,-1.3537866930158757,0.8181995226367338,,inf,inf,0.8288054374691062,0.06564813418035322,0.5008688322514455,,-1.390785772071479,0.5335869940178345,inf,-5.884499046417045,4.733552230424953,,3.704214783404406,1.3493045115463465,-4.511133124300559,inf,0.4160195670017256,,0.21910686555453573,0.7973791354241779,5.639109955884545,-1.8611714916270616,inf,,0.6474817375565808,,,,,,,-1.2287129554761806,4.226333710592627,-0.96512743016781,0.655329389406274,,inf,3788,238,73,1816,1268,,393,0.06282998944033791,0.019271383315733897,0.47940865892291445,0.3347412882787751,,0.10374868004223865
26,"LGG TMA 5_2_Core[1,2,E]_[11246,35904]_component_data.tif - resolution #1",inf,-3.0421206067259905,-1.183836168057981,1.4551763887848808,,2.0935326641706062,-1.7843247917916525,inf,-0.5129065816328036,2.5541982061322592,,0.045703165793029646,-0.1304323705747988,-2.3642561664891195,inf,0.17975445599145862,,1.252813362490459,1.2435382549657958,0.5947947392159371,-1.1408845895900899,inf,,0.267322484010773,,,,,,,1.2614972782192544,-0.9906370127126617,-0.42627547819198613,-0.3686169568046217,,inf,inf,-3.4544195523058776,-1.1953441670931932,1.3063815977781001,,2.615624280713652,-2.4641310113610793,inf,0.5820674547551711,2.364043085552572,,-1.217042854493941,-0.1836655010465896,-0.8162697059288527,inf,-0.009873784526849198,,0.8024602189114042,0.8955388407068112,0.9576555750416487,-1.5747501596381275,inf,,1.7762302365803024,,,,,,,1.4819269284757337,-2.0215322001186813,-1.2493941558405521,0.9182183782237094,,inf,1327,305,28,615,289,,90,0.22984174830444612,0.02110022607385079,0.46345139412207986,0.21778447626224567,,0.06782215523737754
27,"LGG TMA 5_2_Core[1,2,F]_[13151,35825]_component_data.tif - resolution #1",inf,-2.5266619002931154,0.9353094527289678,-0.3769413288711862,,1.5896318191970251,-0.48233438143328994,inf,2.1926631907715084,0.10731830275210749,,-0.8609586664478722,-0.3874201250413425,0.9798501123934391,inf,1.380144017603588,,-1.6803136339773441,-0.756322806085145,-0.9633060882527827,1.9340394383831463,inf,,1.147965272516714,,,,,,,0.5272426033368216,-1.5737368092382769,-1.6240488539689193,0.7524424601380765,,inf,inf,-1.5790253206225977,-0.8878530024665162,-0.05178714649099025,,2.247994470845502,0.6846481711031136,inf,-0.29291504066604485,-0.48680650350891924,,-1.1943384708778224,-1.1844041363631264,-1.0235184222290201,inf,1.8444254391973915,,1.7668813681513644,-0.9333475568457621,-1.6786757604575404,1.7126086727904581,inf,,2.500022230303363,,,,,,,-0.45929624467670327,-2.2730279160001228,0.9751726438192311,1.4276489191981687,,inf,1219,832,45,81,187,,74,0.682526661197703,0.03691550451189499,0.06644790812141099,0.15340442986054142,,0.06070549630844955
28,"LGG TMA 5_2_Core[1,2,G]_[14937,35746]_component_data.tif - resolution #1",inf,0.11113306378967618,0.15376825738158256,-0.47007182527514196,,-0.16038213509680493,0.6947913217381385,,-0.816114223450051,0.9240201086009373,,1.991070708181883,2.125017305310557,-2.4219577873979725,inf,-1.0600333368808434,,0.10224196365344637,0.19413251767892262,0.4287918972170799,-0.24787849844100443,inf,,0.7957362908080339,,,,,,,0.16494916344592706,1.3579902346844506,-0.2766484889760784,0.5105054614448352,,inf,inf,1.5856072462917987,0.06375340867179956,0.20168132331080166,,-1.1053881231516123,1.9030666682385609,,-0.41310793194649714,-0.438938767972243,,0.6281124710984703,3.1920539466979414,-0.4818512371390134,inf,-1.8614013800056113,,-0.6377511553922752,1.3451687765252076,-0.3570388307611927,-0.4295210522281847,inf,,0.7812604424672377,,,,,,,-0.3957848127345151,0.653444945724349,-0.1308910468282006,0.6082482350301938,,inf,2290,85,11,1965,140,,89,0.03711790393013101,0.00480349344978166,0.8580786026200873,0.0611353711790393,,0.0388646288209607
29,"LGG TMA 5_2_Core[1,2,H]_[16803,35627]_component_data.tif - resolution #1",inf,-1.5079083279433987,0.42933267704812006,0.6390905307417707,,-1.2142240533692605,0.3937010384409664,inf,-1.3685515800399266,0.11638166348013136,,3.9766970844242873,-1.2362456964512176,-5.807077556203542,inf,5.159652875895733,,-1.21490308268132,-1.8016605596283943,-2.798288724367614,1.441269914397936,inf,,0.6775672643702433,,,,,,,-1.4428483575402613,2.4284827421925286,-0.7981962086990616,1.8999083628270215,,inf,inf,-3.037271145894321,1.1345784281057365,0.7514819335581627,,-2.4698163987214836,-1.6316269899131128,inf,0.17046650708545297,-0.30311368177151965,,2.7740881309890755,-2.65914744293202,-4.620836936470433,inf,5.023834855597253,,0.3847568562442865,-2.518295657207706,-3.245656846635809,1.6396888484796863,inf,,1.6448770778575739,,,,,,,-3.4884847929881637,1.2417550278015677,0.22811078967496273,2.500526142343741,,inf,2492,375,95,1555,346,,121,0.15048154093097912,0.03812199036918138,0.6239967897271268,0.13884430176565007,,0.0485553772070626
30,"LGG TMA 5_2_Core[1,2,I]_[18628,35547]_component_data.tif - resolution #1",inf,-5.835359437826819,2.202771028399956,-0.1744903460843614,,-1.0120686695771963,-4.32916719710208,inf,-4.761926937962548,8.433468482338942,,1.5717878259333617,4.304211811380804,-7.142185333971597,inf,-0.8980012013533996,,0.8353627290510535,0.6129398409149523,5.015342384799449,-2.3053965924895543,inf,,1.1682611256786528,,,,,,,-0.8420697098163238,0.055759419940118744,-0.22362261827208418,0.8682539247047829,,inf,inf,-7.892813834620286,4.228766171105951,-1.7210639153884864,,-1.5717898723087804,-5.329764179394648,inf,-7.75383457859265,11.717539643977862,,4.145857088991811,7.900998179641527,-11.323943795186837,inf,-1.4609166005116134,,-0.12102796279421925,0.18273117219363966,7.0821942282338215,-2.8707015073273356,inf,,1.6685514704137887,,,,,,,-0.8497151008259105,1.8953053348127156,-1.140575845350129,1.3872821068276355,,inf,2251,321,81,1058,635,,156,0.14260328742780987,0.03598400710795202,0.47001332741004,0.2820968458462905,,0.0693025322079076
31,"LGG TMA 5_2_Core[1,2,J]_[20732,35547]_component_data.tif - resolution #1",inf,-2.7333002774890054,1.1483600999648205,-1.23729142404517,,0.9476846839161943,-1.1714434112223504,inf,-2.903877034919538,3.610611920521547,,2.226973191267386,0.011308440830871827,-5.097508160675309,inf,1.7447164059359892,,0.4578594190639604,-2.3658309709177225,0.7912193948805105,1.1199913396489811,inf,,0.7356572235635399,,,,,,,-0.19341915348379593,0.0666045305000188,-0.2688302503136337,0.5536897288740129,,inf,inf,-3.052532905042511,-0.17717326202193817,-0.07037760591329265,,1.9721492224831592,-1.1374177119098534,inf,-1.021163072990687,1.4659526617462693,,1.4962949575573739,-1.1445238039629835,-4.012819245581325,inf,2.3330205091904146,,0.6628564028878629,-1.5215470931606658,-1.1839878529267587,1.1798579991005678,inf,,0.537106085702766,,,,,,,0.5841407220652071,-0.7062851246323629,-0.47854648492705587,0.35024039218091463,,inf,1190,265,39,494,242,,150,0.22268907563025211,0.03277310924369748,0.4151260504201681,0.20336134453781513,,0.12605042016806722
32,"LGG TMA 5_2_Core[1,3,A]_[3785,38325]_component_data.tif - resolution #1",inf,-4.235694061052284,1.7744341550902232,-0.09617601029012163,-0.49399663356063095,1.0353214689386456,-4.052867889619075,inf,-1.2672972841140744,3.293099315217797,-0.4201653881839476,1.3959762035747376,-0.33814154079044784,-2.3168748382814863,inf,1.2390072785237152,0.4880192177483177,-0.6022033251718896,-2.082508817903313,1.9474094859806566,2.3526078694694434,inf,-0.2566687984757665,-1.8120193668901496,-0.5584674097057467,-0.48382765493717467,0.8118324217879938,-0.015679342929124842,inf,0.09119021571435425,0.7772828497197396,1.1250478052649115,0.2670776307921557,-1.1370680272826488,0.08498901036098887,inf,inf,-4.097789529256619,0.7267828380117465,0.9321462085222548,-0.6202814933602514,0.210863894549296,-3.9963890225776604,inf,-1.6711746103705043,3.709919270375453,-1.3831638984179895,1.2429820344016345,-1.2141943105347848,-2.5979377790867244,inf,1.8083724609585434,0.03662553810783433,-0.027336803319722224,-1.93828238803291,2.1708877416378263,1.911595679770929,inf,-1.61774192181941,-1.0742179666620175,-0.3146361018845529,-1.2865054960136348,0.69134574171116,-0.7544316360605753,inf,2.4268818544017736,-0.4467565618369158,0.8534771406478054,0.3997961755265625,-0.5006614178706991,2.0398778065192356,inf,1786,412,89,357,794,13.0,121,0.23068309070548712,0.04983202687569989,0.19988801791713326,0.44456886898096304,0.007278835386338186,0.0677491601343785
